j01012c.txt	0.2616738
j01012bc.txt	0.3082084
j01013c.txt	0.3484695
j01014c.txt	0.3768285
j01015c.txt	0.4051445
j01016c.txt	0.4335035
j01017c.txt	0.4618625
j01018c.txt	0.4901785
j01019c.txt	0.5185374
j01020c.txt	0.5468964
j01021c.txt	0.5752554
j01022c.txt	0.6035714
j01026c.txt	0.6544886
j01027c.txt	0.6828476
j01028c.txt	0.7112065
j01029c.txt	0.7395654
j01030c.txt	0.7678815
j01031c.txt	0.7962405
j01032c.txt	0.8245994
j01033c.txt	0.8529153
j01034c.txt	0.8812741
j01035c.txt	0.9096332
